lsoa11cd,gamb_dist,pubs_dist,off_dist
E01018992,11.87311828,1.558602151,12.64387097
E01018993,11.65180328,0.38704918,12.42213115
E01018994,1.186567164,0.994776119,1.835373134
E01018995,0.385274725,0.189120879,0.86032967
E01018996,1.135882353,0.651568627,1.051764706
E01018997,1.30275,1.0315,1.3055
E01018998,0.537209302,0.30744186,0.443488372
E01018999,0.358082192,0.121917808,0.503972603
E01019000,1.559423077,1.249423077,2.330384615
E01019001,0.824047619,0.328809524,1.404047619
E01019002,4.848731343,0.371940299,5.705
E01019003,2.664210526,0.975394737,3.526315789
E01019004,2.617674419,0.50255814,3.60255814
E01019005,12.24944444,2.603981481,13.02037037
E01019006,7.088534483,4.311206897,7.886551724
E01019007,7.168078261,2.744434783,10.77003478
E01019008,0.874255319,0.71893617,12.43617021
E01019009,1.864126984,1.708888889,11.68444444
E01019010,0.848372093,0.76744186,12.65651163
E01019011,1.67516129,1.581612903,14.40784946
E01019012,0.415517241,0.279137931,13.31235632
E01019013,2.809130435,1.011304348,25.45326087
E01019014,2.5712,0.9888,25.1268
E01019015,2.254761905,0.819047619,24.71571429
E01019016,2.872222222,1.335555556,25.33222222
E01019017,3.38556701,1.18742268,25.58639175
E01019018,2.3136,1.5,13.692
E01019019,1.142790698,1.118139535,14.00093023
E01019020,0.499777778,0.459777778,13.95666667
E01019021,2.020769231,0.608205128,12.94205128
E01019022,0.82372549,0.793333333,13.52960784
E01019023,2.7856,0.6092,12.8112
E01019024,8.31775,1.12475,30.6385
E01019025,11.25176471,2.362156863,33.57294118
E01019026,7.557027027,0.701891892,29.87783784
E01019027,12.49144928,0.543623188,34.81246377
E01019028,0.840273973,0.539315068,14.16547945
E01019029,0.501954023,0.264137931,14.39218391
E01019030,1.422888889,1.318222222,14.00866667
E01019031,4.184478873,4.069577465,13.28573239
E01019032,1.5,1.073928571,21.96428571
E01019033,0.684050633,0.51721519,22.20113924
E01019034,1.388301887,0.983207547,22.99811321
E01019035,9.2885,0.455,35.88775
E01019036,9.192647059,2.39,29.83147059
E01019037,8.936666667,1.402063492,35.16984127
E01019038,9.361846154,0.465230769,24.38553846
E01019039,14.84403509,4.603333333,24.49666667
E01019040,7.907291667,0.604166667,24.235
E01019041,0.68825,0.467,23.13325
E01019042,1.604722222,0.415555556,24.12861111
E01019043,1.4552,0.7352,23.5614
E01019044,2.395227273,0.462045455,24.78113636
E01019045,2.441492537,0.877761194,24.93492537
E01019046,1.608148148,0.550740741,24.06851852
E01019047,0.826888889,0.363777778,23.33555556
E01019048,2.393382353,2.063823529,15.56955882
E01019049,2.773195876,1.607525773,15.05762887
E01019050,5.636055556,2.109518519,16.20883333
E01019051,2.718055556,2.595,16.38666667
E01019052,10.30157895,4.802631579,20.31105263
E01019053,9.554666667,3.047333333,22.17483333
E01019054,11.58315789,6.101578947,23.86894737
E01019055,11.6384375,6.4090625,23.186875
E01019056,5.8425,0.811,28.165
E01019057,6.572702703,1.398378378,28.89378378
E01019058,6.345319149,0.577446809,28.66617021
E01019059,5.378604651,0.794883721,27.69953488
E01019060,9.94185567,4.187319588,13.97938144
E01019061,11.01730769,6.326346154,15.46903846
E01019062,11.01324324,5.806756757,15.75432432
E01019063,12.306,2.938235294,17.52741176
E01019064,12.19648352,3.279230769,18.36274725
E01019065,11.92612245,1.538367347,19.32408163
E01019066,8.985625,1.14515625,15.84140625
E01019067,3.953191489,1.570851064,22.91957447
E01019068,4.501333333,0.938444444,19.61688889
E01019069,9.734848485,3.487272727,24.77
E01019070,7.44220339,4.374576271,26.43440678
E01019071,8.137301587,1.597619048,21.32269841
E01019072,8.280294118,0.434411765,22.12058824
E01019073,3.111219512,2.50804878,23.19341463
E01019074,5.923714286,2.049142857,26.56914286
E01019075,4.909361702,1.803404255,26.77744681
E01019076,7.273877551,0.675510204,24.87653061
E01019077,75.26963855,2.073614458,75.55563855
E01019078,1.129814815,0.669444444,12.52351852
E01019079,1.090606061,0.802121212,12.49363636
E01019080,0.818676471,0.443235294,12.22073529
E01019081,3.381477273,2.916022727,16.02670455
E01019082,0.568227848,0.491518987,12.79379747
E01019083,9.387321429,5.253928571,16.12357143
E01019084,6.695609756,4.999512195,8.553902439
E01019085,5.305932203,3.969152542,9.627288136
E01019086,3.711860465,2.486976744,9.988604651
E01019087,1.218163265,0.90877551,12.09428571
E01019088,0.667653061,0.325204082,11.32561224
E01019089,5.932631579,5.751710526,6.239868421
E01019090,7.801910112,3.38011236,15.30449438
E01019091,6.996885246,6.530655738,10.66459016
E01019092,6.30238806,3.66358209,6.299850746
E01019093,4.016571429,4.032571429,4.094857143
E01019094,4.227142857,4.221071429,4.309821429
E01019095,1.359183673,1.373469388,1.436326531
E01019096,1.17,1.185,1.2465625
E01019097,1.386363636,1.432181818,1.463272727
E01019098,2.968275862,3.009482759,3.045862069
E01019099,3.551014493,3.444347826,3.646666667
E01019100,3.875970149,4.255223881,4.249104478
E01019101,4.568983051,4.619830508,5.156779661
E01019102,9.534663158,8.374452632,18.62714737
E01019103,0.787179487,0.46,0.77025641
E01019104,0.844787234,0.361702128,0.879255319
E01019105,0.337184466,0.194563107,0.409029126
E01019106,3.101818182,1.956363636,3.208484848
E01019107,13.70412329,28.90061644,15.57373973
E01019108,1.062820513,2.458205128,2.634615385
E01019109,0.480961538,1.555769231,2.086923077
E01019110,0.941363636,1.543181818,1.993181818
E01019111,2.051111111,2.430444444,2.475555556
E01019112,2.568367347,3.335306122,3.379591837
E01019113,1.220892857,1.81875,1.872142857
E01019114,0.343571429,0.293571429,0.473571429
E01019115,0.464615385,0.432692308,0.624230769
E01019116,0.325764706,0.203058824,0.684588235
E01019117,0.757631579,0.839210526,1.132105263
E01019118,0.522222222,0.428888889,0.640555556
E01019119,1.078684211,1.109473684,1.560789474
E01019120,0.433333333,0.867894737,0.912631579
E01019121,0.386666667,0.490625,0.555729167
E01019122,1.015128205,0.977094017,1.17
E01019123,3.417083333,3.21625,3.735
E01019124,2.429111111,2.214666667,2.734444444
E01019125,3.486909091,3.278181818,3.793272727
E01019126,14.09613333,0.702,20.11093333
E01019127,14.96263158,2.044561404,21.58333333
E01019128,4.631100917,4.491743119,13.75550459
E01019129,1.943947368,1.759473684,2.266578947
E01019130,7.254705882,5.204235294,11.44776471
E01019131,10.71920863,3.827553957,17.39352518
E01019132,6.223663366,6.080693069,18.98742574
E01019133,6.142222222,3.254761905,17.24619048
E01019134,1.125588235,1.119705882,16.45617647
E01019135,1.174222222,1.047777778,17.24733333
E01019136,0.685714286,0.6525,16.23357143
E01019137,0.352096774,0.317580645,16.58145161
E01019138,0.539666667,1.331333333,1.835333333
E01019139,0.488444444,1.076222222,1.580666667
E01019140,0.6636,0.6956,0.58
E01019141,0.256703297,0.177692308,0.583736264
E01019142,0.536216216,0.249189189,0.382162162
E01019143,0.499473684,0.277017544,0.583157895
E01019144,4.347297297,4.285675676,4.635540541
E01019145,4.362978723,4.214680851,4.501914894
E01019146,2.183846154,2.058153846,2.408923077
E01019147,0.290526316,0.251315789,0.384210526
E01019148,1.566,1.45,1.785111111
E01019149,0.38115942,0.286086957,0.465652174
E01019150,0.415961538,0.3175,0.6375
E01019151,0.936060606,0.832121212,1.017575758
E01019152,1.595,0.728055556,1.697777778
E01019153,2.131428571,1.296071429,2.502142857
E01019154,2.771282051,2.071025641,3.101282051
E01019155,2.407692308,1.472051282,2.607948718
E01019156,0.623287671,0.46369863,1.319452055
E01019157,0.255666667,0.1745,0.568666667
E01019158,0.178787879,0.275757576,0.993333333
E01019159,0.663461538,0.792692308,1.158076923
E01019160,1.016315789,1.193157895,1.366842105
E01019161,0.585510204,1.43122449,1.307755102
E01019162,1.244117647,1.073529412,1.725294118
E01019163,1.700588235,1.059705882,2.066470588
E01019164,1.995909091,2.456060606,2.530757576
E01019165,1.003,1.687333333,1.537333333
E01019166,0.279705882,0.747058824,0.605882353
E01019167,0.551764706,0.402352941,0.587647059
E01019168,0.536875,0.578125,0.6440625
E01019169,0.835714286,0.330238095,0.925952381
E01019170,0.3616,0.1864,0.3444
E01019171,0.289090909,0.438181818,0.205
E01019172,0.306551724,1.296206897,0.376551724
E01019173,0.328148148,1.027037037,0.281851852
E01019174,0.63375,0.71125,0.54
E01019175,0.440571429,1.355428571,0.697714286
E01019176,2.028648649,0.677297297,2.152162162
E01019177,1.012903226,0.851290323,1.199677419
E01019178,3.6346,2.8918,3.7602
E01019179,2.464375,1.0678125,2.6284375
E01019180,1.64025,0.5875,2.118
E01019182,0.740909091,0.632954545,1.104545455
E01019184,0.644642857,0.746428571,0.333928571
E01019185,0.939583333,1.118333333,0.403333333
E01019186,0.478571429,0.666428571,0.352142857
E01019187,1.417894737,1.653157895,1.162894737
E01019188,1.488039216,1.132352941,1.204901961
E01019189,1.699411765,1.350784314,1.500784314
E01019190,2.267090909,0.696181818,1.12
E01019191,1.414193548,0.335483871,0.357419355
E01019192,1.755714286,0.651428571,1.375238095
E01019193,0.58025641,1.331282051,0.35974359
E01019194,1.038372093,1.248139535,0.651395349
E01019195,1.738333333,0.727222222,1.255555556
E01019196,2.1415625,0.6590625,0.541875
E01019197,2.5784375,1.0834375,0.7334375
E01019198,1.819393939,2.334242424,0.671515152
E01019199,2.089166667,2.933333333,1.218333333
E01019200,1.908666667,1.779111111,14.76511111
E01019201,0.399056604,0.359433962,13.38396226
E01019202,0.601,0.447285714,13.84071429
E01019203,7.388073394,4.06266055,6.47293578
E01019204,0.765089286,0.333660714,1.105803571
E01019205,1.281714286,0.851714286,0.662
E01019206,0.321607143,0.2875,0.636339286
E01019207,0.975517241,0.679310345,0.281034483
E01019208,0.76,1.4,0.429166667
E01019209,0.438846154,1.075,0.398461538
E01019210,0.934,1.5932,0.61
E01019211,0.324285714,0.547857143,0.567428571
E01019212,7.83625,4.12125,7.635909091
E01019213,2.553893805,2.630353982,2.963893805
E01019214,4.571744186,4.134302326,4.628023256
E01019215,0.800909091,0.595,0.641590909
E01019216,0.326363636,0.852727273,0.302045455
E01019217,0.588684211,1.237368421,0.558421053
E01019218,1.015714286,1.622857143,0.974
E01019219,9.080672269,6.399159664,11.78142857
E01019220,0.98372549,1.116666667,1.286862745
E01019221,1.297222222,2.400833333,1.001944444
E01019222,1.287857143,1.954047619,0.659285714
E01019223,0.671875,2.2421875,1.486875
E01019224,6.376625,3.66825,9.6895
E01019225,8.653630573,8.468216561,22.1766879
E01019226,6.249076923,4.782615385,5.539384615
E01019227,7.565142857,10.49285714,11.27542857
E01019228,9.134811321,12.71669811,13.51084906
E01019229,16.2383865,16.20652761,20.35012883
E01019230,1.107222222,2.159722222,1.5025
E01019231,1.555,2.617,1.929
E01019232,0.686875,1.13375,0.5609375
E01019233,1.090967742,1.853548387,1.454193548
E01019234,0.494761905,0.380714286,0.983571429
E01019235,1.050384615,0.356153846,1.088461538
E01019236,0.397560976,0.331707317,1.109512195
E01019237,0.895909091,0.445,1.197727273
E01019238,3.214634146,2.678292683,3.341707317
E01019239,6.803513514,5.187972973,10.85905405
E01019240,4.32474359,3.105384615,4.223333333
E01019241,1.311666667,1.282916667,1.512083333
E01019242,0.612045455,0.455681818,0.7575
E01019243,0.56,0.536153846,0.708076923
E01019244,0.713,0.6935,0.4185
E01019245,0.495384615,2.074230769,1.446538462
E01019246,1.612083333,2.273333333,1.816666667
E01019247,1.0884375,2.0175,1.525
E01019248,0.892608696,1.55,0.933043478
E01019249,6.213728814,4.209491525,5.546949153
E01019250,7.106853933,4.356741573,7.020224719
E01019251,4.095641026,2.206410256,2.798205128
E01019252,0.829090909,2.070454545,0.729545455
E01019253,1.125486486,2.301216216,1.139945946
E01019254,1.48,1.95826087,1.242608696
E01019255,1.610666667,2.282,1.374
E01019256,5.413958333,4.195,8.2625
E01019257,3.649333333,2.704444444,3.185777778
E01019258,5.674914286,1.691242857,5.0993
E01019259,17.01373626,12.35703297,17.03307692
E01019260,1.253934426,0.720163934,1.316557377
E01019261,2.6444,2.3064,3.3274
E01019262,2.087777778,1.833888889,2.578888889
E01019263,1.134736842,0.956842105,5.447105263
E01019264,1.746229508,0.597213115,5.38442623
E01019265,0.665625,0.35375,5.323125
E01019266,1.670666667,1.6115,4.201166667
E01019267,0.562682927,0.540243902,5.14097561
E01019268,6.552244898,3.185306122,6.947755102
E01019269,5.760930233,3.661162791,6.099767442
E01019270,3.542142857,1.666666667,3.579761905
E01019271,1.752941176,1.667058824,1.786764706
E01019272,1.401851852,1.181111111,1.194444444
E01019273,3.217068966,2.738103448,4.033448276
E01019274,0.402857143,0.353469388,0.543877551
E01019275,0.830757576,0.605151515,0.626060606
E01019276,7.989673077,7.2535,11.05755769
E01019277,4.528125,3.1909375,8.264375
E01019278,3.526086957,2.716304348,7.39673913
E01019279,11.6725,5.1825,11.06735294
E01019280,0.359916667,0.146416667,0.437833333
E01019281,0.581494253,0.514712644,0.830114943
E01019282,1.266296296,1.086296296,1.340740741
E01019283,3.143571429,2.680714286,3.374047619
E01019284,0.908709677,0.998387097,2.899677419
E01019285,0.984473684,0.862631579,2.781578947
E01019286,0.514528302,0.561886792,2.466792453
E01019287,1.008076923,1.03,2.280769231
E01019288,1.443793103,1.462413793,2.562068966
E01019289,1.420472222,1.053694444,1.645333333
E01019290,1.04,0.671833333,1.261805556
E01019291,1.230285714,1.620571429,2.016571429
E01019292,0.934883721,1.051860465,1.464651163
E01019293,7.840897436,7.131153846,8.072051282
E01019294,1.75,1.657428571,2.616
E01019295,2.135555556,2.484444444,3.804444444
E01019296,1.5505,1.5895,3.39025
E01019297,3.55,2.548857143,4.755714286
E01019298,1.292222222,0.804222222,1.497333333
E01019299,0.741408451,0.532112676,0.871267606
E01019300,4.656,0.973935484,4.807354839
E01019301,0.515365854,2.29195122,2.756585366
E01019302,1.475823529,2.660264706,3.540441176
E01019303,14.38510204,9.692346939,13.77959184
E01019304,18.06657534,4.875890411,17.47219178
E01019305,27.31834118,3.239541176,32.81474118
E01019306,22.08790698,0.572325581,22.10604651
E01019307,21.71333333,0.743055556,21.73083333
E01019308,10.58757576,5.548484848,10.66378788
E01019309,31.10919192,4.898383838,35.55020202
E01019310,22.92808219,8.008630137,22.93561644
E01019311,6.453283582,4.68119403,6.944029851
E01019312,4.110895522,2.574328358,4.129552239
E01019313,10.39025641,3.063205128,11.15782051
E01019314,13.99269231,13.60903846,13.83269231
E01019315,11.58528302,3.308207547,12.46018868
E01019316,9.084666667,6.952,10.4985
E01019317,35.02981818,2.510363636,40.08581818
E01019318,34.54779412,0.290147059,40.62588235
E01019319,12.13759211,9.028328947,12.15006579
E01019320,17.37525641,7.034615385,19.40717949
E01019321,10.22861538,9.449384615,9.835076923
E01019322,11.8103125,8.5328125,12.72203125
E01019323,20.04672222,6.396018519,20.06142593
E01019324,13.98092593,4.180555556,14.00407407
E01019325,24.50317105,4.059671053,24.73061842
E01019326,2.033111111,1.936888889,1.826444444
E01019327,0.584861111,0.471666667,0.680833333
E01019328,1.138292683,1.01097561,1.277073171
E01019329,1.875714286,1.742857143,2.376428571
E01019330,0.408988764,0.402808989,0.890674157
E01019331,0.988372093,0.74,1.582325581
E01019332,1.094047619,0.953095238,1.009285714
E01019333,0.323375,0.200625,0.659875
E01019334,1.308867925,1.111886792,1.611320755
E01019335,1.52028169,0.885633803,2.155633803
E01019336,0.657340426,0.353510638,1.225851064
E01019337,21.61063291,9.774303797,21.83924051
E01019338,14.74324675,9.296883117,15.17844156
E01019339,16.54717391,7.652608696,14.08717391
E01019340,28.08686667,5.861833333,28.1011
E01019341,12.76349206,5.940952381,20.01380952
E01019342,13.15916667,5.922916667,18.12708333
E01019343,11.955,2.907361111,14.97416667
E01019344,14.33944444,12.79569444,14.31055556
E01019345,9.746327869,9.752163934,12.35870492
E01019346,5.323571429,4.82744898,5.016734694
E01019347,9.404,5.136153846,16.398
E01019348,7.582142857,7.12,17.91095238
E01019349,20.51247191,1.641235955,3.880224719
E01019350,16.10648649,4.434189189,14.0927027
E01019351,5.129245283,4.99990566,11.3209434
E01019352,11.3831,6.2957,11.5714
E01019353,24.75807018,0.96877193,0.804912281
E01019354,23.86693548,0.642096774,0.827096774
E01019355,22.98038462,2.028461538,1.703653846
E01019356,15.62789855,6.558188406,11.73434783
E01019357,18.81865385,0.545576923,5.816923077
E01019358,1.751052632,1.778684211,1.941578947
E01019359,0.752037037,1.265,1.331481481
E01019360,1.070604027,0.361006711,0.586778523
E01019361,1.367692308,0.97,1.096666667
E01019362,2.198108108,0.545135135,1.937027027
E01019363,0.731269841,0.461904762,0.549365079
E01019364,0.785208333,0.544166667,0.492708333
E01019365,0.8552,1.136666667,1.147066667
E01019366,1.653428571,0.994571429,1.448285714
E01019367,2.245409836,1.46852459,1.98295082
E01019368,2.572307692,0.801282051,2.308205128
E01019369,1.798648649,1.401081081,1.537297297
E01019370,1.360612245,0.863673469,1.007755102
E01019371,1.972222222,1.466944444,1.614722222
E01019372,21.11733333,0.379166667,20.856
E01019373,22.1845,3.071,22.01233333
E01019374,7.894153846,0.288615385,0.486615385
E01019375,6.545526316,2.230438596,2.224122807
E01019376,13.53473333,5.89365,6.16595
E01019377,9.42814433,2.691340206,9.166701031
E01019378,2.667777778,2.120444444,5.490222222
E01019379,5.206,2.561571429,7.225428571
E01019380,4.955555556,3.899047619,4.907619048
E01019381,13.89741071,2.722410714,7.484375
E01019382,12.34823529,0.415147059,12.28029412
E01019383,5.514,4.015333333,5.245777778
E01019384,21.82566265,5.729156627,21.62536145
E01019385,17.52125,0.349166667,17.29229167
E01019386,11.85016031,5.953770992,10.53277863
E01019387,6.370818182,6.184909091,6.356454545
E01019388,1.92640625,1.48375,8.01578125
E01019389,1.610253165,1.451012658,8.549746835
E01019390,0.544931507,0.44369863,7.848219178
E01019391,2.629534884,2.170930233,7.363255814
E01019392,0.64076087,0.410543478,7.638695652
E01019393,1.783055556,1.432083333,6.891805556
E01019394,8.392713333,7.11812,8.681193333
E01019395,1.384552846,1.339186992,1.315528455
E01019396,1.131111111,0.825222222,0.787333333
E01019397,1.026484375,0.914609375,1.079296875
E01019398,0.790666667,0.637,0.501
E01019399,1.450434783,1.283043478,1.119565217
E01019400,0.95173913,0.703478261,7.862608696
E01019401,0.346666667,0.310416667,7.069791667
E01019402,1.201428571,0.654285714,8.111785714
E01019403,0.807407407,0.363333333,7.717407407
E01019404,0.758837209,0.34372093,7.444883721
E01019405,7.119016393,4.282459016,7.083934426
E01019406,6.268888889,5.768888889,11.18833333
E01019407,0.52852459,0.28852459,0.499672131
E01019408,1.242307692,0.99,1.146923077
E01019409,1.761923077,1.548846154,1.666923077
E01019410,2.7308,2.4,2.6372
E01019411,2.266666667,1.934761905,2.171904762
E01019412,2.649230769,2.322564103,2.553333333
E01019413,2.183,2.055,2.0855
E01019414,2.537,1.523333333,2.499333333
E01019415,1.029302326,0.66744186,0.990697674
E01019416,1.383076923,1.263076923,1.288076923
E01019417,1.01027027,0.802162162,0.934324324
E01019418,1.853333333,1.5,1.760606061
E01019419,2.404915254,0.942881356,2.354237288
E01019420,3.128461538,2.391538462,4.3
E01019421,2.773529412,2.163529412,4.508823529
E01019422,2.987916667,2.639583333,3.70625
E01019423,7.587333333,5.251111111,9.228222222
E01019424,7.2034375,4.30875,8.8078125
E01019425,5.642580645,2.039677419,3.862903226
E01019426,5.032,1.455142857,3.350571429
E01019427,4.775,1.752291667,4.252916667
E01019428,3.5808,2.4472,3.5576
E01019429,3.65862069,1.677931034,5.053793103
E01019430,4.693617021,2.915957447,5.014680851
E01019431,0.9785,0.7865,0.9785
E01019432,2.332285714,2.096,2.332285714
E01019433,1.357037037,1.162222222,1.357037037
E01019434,1.44125,0.939375,1.44125
E01019435,1.8516,1.0076,1.8516
E01019436,1.2015,0.354,1.2015
E01019437,1.553913043,0.751304348,1.553913043
E01019438,1.046206897,0.850689655,1.046206897
E01019439,1.21,0.9396,1.21
E01019440,0.774827586,0.652758621,0.774827586
E01019441,0.570869565,0.404347826,0.570869565
E01019442,1.875294118,3.698529412,7.382058824
E01019443,1.217333333,1.547333333,7.947666667
E01019444,1.715294118,2.915,7.412058824
E01019445,1.738461538,2.070384615,7.260769231
E01019446,5.2815,1.522,5.248
E01019447,3.949142857,2.459142857,3.848571429
E01019448,3.931904762,1.914047619,5.197619048
E01019449,3.811212121,2.273636364,3.714545455
E01019450,4.943461538,1.871153846,4.848076923
E01019451,2.675181818,1.486340909,2.697204545
E01019452,2.127037037,1.286666667,2.127037037
E01019453,2.177321429,0.510357143,2.177321429
E01019454,0.882173913,0.696521739,7.647391304
E01019455,0.73037037,0.417037037,7.302592593
E01019456,1.1176,0.4472,6.7834
E01019457,1.566666667,1.127142857,5.691428571
E01019458,0.590816327,0.511428571,6.818367347
E01019459,0.869047619,0.53952381,6.304285714
E01019460,1.716956522,1.567826087,7.307826087
E01019461,0.411111111,0.223888889,7.023333333
E01019462,1.059130435,0.586086957,7.042173913
E01019463,0.83,0.521923077,7.151923077
E01019464,2.2046,1.6294,2.2046
E01019465,4.273181818,2.346363636,4.273181818
E01019467,5.718275862,1.136206897,5.619655172
E01019468,1.36,1.624242424,9.172424242
E01019469,0.884827586,1.304137931,8.858965517
E01019470,0.67375,0.843333333,8.535833333
E01019471,0.607647059,0.617058824,9.365882353
E01019472,4.736,3.047021053,5.033684211
E01019473,1.855862069,1.227586207,9.167586207
E01019474,1.787391304,1.19173913,9.386956522
E01019475,2.6872,0.3448,8.8856
E01019476,2.011875,0.79375,9.16625
E01019477,4.446969697,2.968939394,8.082878788
E01019478,3.052881356,1.53559322,4.062711864
E01019479,2.77212766,0.710212766,4.073404255
E01019480,2.957857143,2.740952381,4.066666667
E01019481,2.402307692,2.432692308,4.394230769
E01019482,3.6528125,2.648125,2.3209375
E01019483,0.989767442,0.910465116,9.036046512
E01019484,2.690625,2.775,7.02125
E01019485,1.157714286,1.018571429,8.336
E01019486,0.912,1.0225,8.1135
E01019487,0.869130435,0.921304348,7.767826087
E01019488,1.326666667,1.182222222,9.137037037
E01019489,1.0025,0.8375,8.530833333
E01019490,0.9255,0.898,8.0675
E01019491,1.038833333,2.028666667,5.9125
E01019492,1.327777778,2.985333333,6.892666667
E01019493,1.158064516,3.231612903,7.132903226
E01019494,1.075,3.036375,6.902625
E01019495,1.508181818,1.057272727,9.686590909
E01019496,3.447179487,2.449487179,6.858205128
E01019497,0.411086957,0.892391304,8.886956522
E01019498,0.617857143,0.642142857,9.193571429
E01019499,3.436,2.964666667,5.976
E01019500,3.141470588,2.519411765,5.479705882
E01019501,2.491612903,1.990322581,5.888387097
E01019502,5.081627907,0.465116279,8
E01019503,4.907733333,1.420133333,5.4068
E01019504,1.935625,1.8159375,7.39375
E01019505,4.422857143,2.328285714,4.617714286
E01019506,3.565714286,2.268,5.172285714
E01019507,0.408676471,0.424705882,0.702205882
E01019508,1.339090909,1.220909091,1.494242424
E01019509,1.712758621,1.369310345,1.887241379
E01019510,0.857352941,0.857352941,1.156470588
E01019511,1.219347826,1.219130435,1.753043478
E01019512,1.355671642,1.355671642,1.869701493
E01019513,2.021944444,0.858055556,6.1825
E01019514,0.876956522,0.909130435,5.562173913
E01019515,1.045909091,1.027272727,6.257727273
E01019516,0.507272727,0.492424242,5.839090909
E01019517,1.562333333,1.119,6.75
E01019518,1.734473684,0.751052632,7.790789474
E01019519,0.995357143,0.756428571,6.512857143
E01019520,5.713125,2.2990625,4.7965625
E01019521,4.095151515,2.696666667,0.931212121
E01019522,4.3668,2.9032,0.7408
E01019523,3.974074074,1.882222222,7.108888889
E01019524,3.731724138,1.661896552,7.132931034
E01019525,2.803,2.2306,7.8796
E01019526,3.160666667,0.659666667,6.653666667
E01019527,2.985555556,1.217333333,7.135111111
E01019528,2.983214286,0.851071429,6.335714286
E01019529,2.997916667,0.33875,6.489166667
E01019530,2.934814815,0.714074074,5.080740741
E01019531,3.296764706,0.733529412,5.326764706
E01019532,2.288787879,0.710606061,5.303333333
E01019533,2.07,1.78,3.310769231
E01019534,2.921025641,0.606923077,4.537948718
E01019535,3.38516129,1.400967742,4.613870968
E01019536,2.157777778,0.978055556,4.501944444
E01019537,1.355555556,0.43,1.955111111
E01019538,0.56027027,0.241351351,0.675765766
E01019539,1.529487179,0.701538462,1.443846154
E01019540,1.235714286,0.835,1.134642857
E01019541,0.806,0.558,3.088
E01019542,0.942903226,0.941451613,4.374193548
E01019543,1.0140625,1.2184375,4.1175
E01019544,0.709117647,0.819411765,3.6
E01019545,0.487352941,2.352058824,2.95
E01019546,0.667333333,1.830666667,2.413
E01019547,0.5,2.282380952,2.876666667
E01019548,0.700545455,1.915818182,2.584
E01019549,3.940697674,3.95255814,8.775813953
E01019550,3.223333333,2.41030303,7.56030303
E01019551,3.544516129,2.834193548,7.984193548
E01019552,2.91,1.3925,6.617142857
E01019553,3.172,0.624,6.23925
E01019554,0.347111111,0.184666667,0.273555556
E01019555,0.777575758,0.367272727,0.67
E01019556,0.639411765,0.454705882,0.590196078
E01019557,1.514705882,0.855588235,3.4
E01019558,2.53969697,1.746666667,3.45969697
E01019559,2.94516129,1.767741935,2.910967742
E01019560,2.11244898,1.076326531,2.598979592
E01019561,2.573333333,1.682857143,3.268095238
E01019562,2.314545455,1.255636364,2.275454545
E01019563,2.613333333,2.478,3.539
E01019564,1.777272727,1.675454545,4.821818182
E01019565,0.974222222,0.900666667,5.491555556
E01019566,1.253095238,1.377619048,6.979285714
E01019567,1.929148936,1.599148936,6.759574468
E01019568,1.640357143,1.688214286,6.859285714
E01019569,0.861,0.4314,3.354
E01019570,0.958709677,0.715483871,3.006774194
E01019571,0.557407407,0.71962963,3.427037037
E01019572,1.762972973,1.460540541,5.254864865
E01019573,1.847755102,1.76,5.369387755
E01019574,1.096271186,0.976101695,4.549830508
E01019575,0.5912,1.0076,1.6468
E01019576,1.239393939,0.717575758,1.508181818
E01019577,1.022424242,1.866666667,2.760909091
E01019578,0.782121212,1.429393939,2.244848485
E01019579,0.916122449,0.255918367,1.45244898
E01019580,1.282,0.530666667,2.885666667
E01019581,1.36516129,0.469677419,1.562258065
E01019582,1.365277778,1.309722222,1.908611111
E01019583,0.998108108,1.425675676,2.107027027
E01019585,1.60372093,0.947209302,1.658604651
E01019586,1.319333333,0.765666667,0.786333333
E01019587,1.771212121,1.134848485,1.270606061
E01019588,2.0265,0.9835,1.51225
E01019589,1.8240625,0.6140625,1.510625
E01019590,1.673478261,0.531956522,1.618043478
E01019591,1.165454545,0.305151515,0.669393939
E01019592,1.925306122,0.629795918,1.498571429
E01019593,2.7836,1.3664,2.2768
E01019594,1.067586207,0.701724138,0.893448276
E01019595,0.8692,0.7354,1.382
E01019596,1.992368421,1.384473684,1.362105263
E01019597,2.303125,1.6484375,1.626875
E01019598,1.355555556,0.751111111,0.625555556
E01019599,1.515102041,1.300816327,1.532244898
E01019600,1.594788732,0.704507042,1.626760563
E01019601,0.921666667,0.584333333,0.896666667
E01019602,16.05239437,4.532535211,16.19873239
E01019603,9.512363636,3.033636364,9.727636364
E01019604,8.396184211,4.196710526,8.442631579
E01019605,9.508486486,6.489324324,10.15294595
E01019606,6.628636364,1.844090909,6.638181818
E01019607,5.090185185,3.531296296,4.09462963
E01019608,4.451724138,1.091034483,8.944482759
E01019609,2.256769231,1.549384615,11.126
E01019610,4.64952381,1.335952381,9.366904762
E01019611,9.794745763,4.585254237,10.46050847
E01019612,5.671746032,4.093650794,5.452857143
E01019613,10.64264368,3.662068966,10.62701149
E01019614,12.82018519,4.475,12.67111111
E01019615,12.03529412,6.160441176,12.01882353
E01019616,9.704,7.092,9.213076923
E01019617,6.927537037,5.055888889,6.955074074
E01019618,6.89625,1.498392857,6.943928571
E01019619,5.502285714,2.593142857,13.70685714
E01019620,5.208913043,2.34826087,14.84152174
E01019621,1.373225806,0.467096774,12.70483871
